Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Communication with Nurses Floor,Communication with Nurses Achievement Threshold,Communication with Nurses Benchmark,Communication with Nurses Baseline Rate,Communication with Nurses Performance Rate,Communication with Nurses Achievement Points,Communication with Nurses Improvement Points,Communication with Nurses Dimension Score,Communication with Doctors Floor,Communication with Doctors Achievement Threshold,Communication with Doctors Benchmark,Communication with Doctors Baseline Rate,Communication with Doctors Performance Rate,Communication with Doctors Achievement Points,Communication with Doctors Improvement Points,Communication with Doctors Dimension Score,Responsiveness of Hospital Staff Floor,Responsiveness of Hospital Staff Achievement Threshold,Responsiveness of Hospital Staff Benchmark,Responsiveness of Hospital Staff Baseline Rate,Responsiveness of Hospital Staff Performance Rate,Responsiveness of Hospital Staff Achievement Points,Responsiveness of Hospital Staff Improvement Points,Responsiveness of Hospital Staff Dimension Score,Care Transition Floor,Care Transition Achievement Threshold,Care Transition Benchmark,Care Transition Baseline Rate,Care Transition Performance Rate,Care Transition Achievement Points,Care Transition Improvement Points,Care Transition Dimension Score,Communication about Medicines Floor,Communication about Medicines Achievement Threshold,Communication about Medicines Benchmark,Communication about Medicines Baseline Rate,Communication about Medicines Performance Rate,Communication about Medicines Achievement Points,Communication about Medicines Improvement Points,Communication about Medicines Dimension Score,Cleanliness and Quietness of Hospital Environment Floor,Cleanliness and Quietness of Hospital Environment Achievement Threshold,Cleanliness and Quietness of Hospital Environment Benchmark,Cleanliness and Quietness of Hospital Environment Baseline Rate,Cleanliness and Quietness of Hospital Environment Performance Rate,Cleanliness and Quietness of Hospital Environment Achievement Points,Cleanliness and Quietness of Hospital Environment Improvement Points,Cleanliness and Quietness of Hospital Environment Dimension Score,Discharge Information Floor,Discharge Information Achievement Threshold,Discharge Information Benchmark,Discharge Information Baseline Rate,Discharge Information Performance Rate,Discharge Information Achievement Points,Discharge Information Improvement Points,Discharge Information Dimension Score,Overall Rating of Hospital Floor,Overall Rating of Hospital Achievement Threshold,Overall Rating of Hospital Benchmark,Overall Rating of Hospital Baseline Rate,Overall Rating of Hospital Performance Rate,Overall  Rating of Hospital Achievement Points,Overall Rating of Hospital Improvement Points,Overall Rating of Hospital Dimension Score,HCAHPS Base Score,HCAHPS Consistency Score,Location
110089,COFFEE REGIONAL MEDICAL CENTER,1101 OCILLA ROAD,DOUGLAS,GA,31533,Coffee,28.10,78.69,86.97,83.04,79.10,1 out of 10,0 out of 9,1 out of 10,33.46,80.32,88.62,79.56,79.72,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,72.35,68.01,2 out of 10,0 out of 9,2 out of 10,11.30,51.42,62.77,53.40,49.48,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,65.09,59.89,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,73.61,69.92,3 out of 10,0 out of 9,3 out of 10,61.96,87.05,91.87,86.41,84.42,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,71.50,66.33,0 out of 10,0 out of 9,0 out of 10,6,17,"1101 OCILLA ROAD DOUGLAS, GA 31533 (31.509589, -82.86346)"
340020,CENTRAL CAROLINA HOSPITAL,1135 CARTHAGE ST,SANFORD,NC,27330,Lee,28.10,78.69,86.97,77.15,81.01,3 out of 10,3 out of 9,3 out of 10,33.46,80.32,88.62,83.24,82.45,3 out of 10,0 out of 9,3 out of 10,32.72,65.16,80.15,63.08,64.38,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,45.17,50.94,0 out of 10,3 out of 9,3 out of 10,11.38,63.26,73.53,65.28,66.28,3 out of 10,1 out of 9,3 out of 10,22.85,65.58,79.06,64.13,68.62,3 out of 10,3 out of 9,3 out of 10,61.96,87.05,91.87,87.05,88.54,3 out of 10,3 out of 9,3 out of 10,28.39,70.85,84.83,64.95,62.48,0 out of 10,0 out of 9,0 out of 10,18,16,"1135 CARTHAGE ST SANFORD, NC 27330 (35.469093, -79.1888)"
390233,HANOVER HOSPITAL,300 HIGHLAND AVE,HANOVER,PA,17331,York,28.10,78.69,86.97,80.20,82.42,5 out of 10,3 out of 9,5 out of 10,33.46,80.32,88.62,80.63,80.31,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,66.98,65.04,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,47.91,50.71,0 out of 10,1 out of 9,1 out of 10,11.38,63.26,73.53,64.01,68.22,5 out of 10,4 out of 9,5 out of 10,22.85,65.58,79.06,67.81,72.87,5 out of 10,4 out of 9,5 out of 10,61.96,87.05,91.87,87.82,91.03,8 out of 10,7 out of 9,8 out of 10,28.39,70.85,84.83,69.49,72.68,2 out of 10,2 out of 9,2 out of 10,26,19,"300 HIGHLAND AVE HANOVER, PA 17331 (39.807981, -76.983731)"
390142,ALBERT EINSTEIN MEDICAL CENTER,5501 OLD YORK ROAD,PHILADELPHIA,PA,19141,Philadelphia,28.10,78.69,86.97,76.11,78.22,0 out of 10,1 out of 9,1 out of 10,33.46,80.32,88.62,77.52,78.83,0 out of 10,1 out of 9,1 out of 10,32.72,65.16,80.15,59.91,64.43,0 out of 10,2 out of 9,2 out of 10,11.30,51.42,62.77,45.89,48.16,0 out of 10,1 out of 9,1 out of 10,11.38,63.26,73.53,60.22,62.06,0 out of 10,1 out of 9,1 out of 10,22.85,65.58,79.06,58.59,60.91,0 out of 10,1 out of 9,1 out of 10,61.96,87.05,91.87,84.72,85.11,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,60.07,67.73,0 out of 10,3 out of 9,3 out of 10,10,17,"5501 OLD YORK ROAD PHILADELPHIA, PA 19141 (40.036927, -75.144683)"
050589,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,Orange,28.10,78.69,86.97,77.55,73.83,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,76.91,72.88,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,60.88,62.50,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,47.56,49.13,0 out of 10,1 out of 9,1 out of 10,11.38,63.26,73.53,61.37,64.86,2 out of 10,2 out of 9,2 out of 10,22.85,65.58,79.06,64.97,63.29,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,85.76,86.06,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,71.34,68.71,0 out of 10,0 out of 9,0 out of 10,3,16,"1301 N ROSE DRIVE PLACENTIA, CA 92870 (33.886612, -117.842096)"
100296,DOCTORS HOSPITAL,5000 UNIVERSITY DR,CORAL GABLES,FL,33146,Miami-Dade,28.10,78.69,86.97,80.89,79.87,2 out of 10,0 out of 9,2 out of 10,33.46,80.32,88.62,85.88,84.90,5 out of 10,0 out of 9,5 out of 10,32.72,65.16,80.15,67.00,63.56,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,63.78,56.36,4 out of 10,0 out of 9,4 out of 10,11.38,63.26,73.53,65.39,61.93,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,72.85,67.91,2 out of 10,0 out of 9,2 out of 10,61.96,87.05,91.87,83.11,83.39,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,75.19,73.14,2 out of 10,0 out of 9,2 out of 10,15,17,"5000 UNIVERSITY DR CORAL GABLES, FL 33146 (25.724611, -80.273181)"
230236,METRO HEALTH HOSPITAL,"5900 BYRON CENTER AVENUE, SW",WYOMING,MI,49519,Kent,28.10,78.69,86.97,81.37,81.57,4 out of 10,0 out of 9,4 out of 10,33.46,80.32,88.62,82.66,79.05,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,69.25,70.25,4 out of 10,0 out of 9,4 out of 10,11.30,51.42,62.77,58.74,58.29,6 out of 10,0 out of 9,6 out of 10,11.38,63.26,73.53,66.39,65.56,3 out of 10,0 out of 9,3 out of 10,22.85,65.58,79.06,71.84,70.69,4 out of 10,0 out of 9,4 out of 10,61.96,87.05,91.87,91.87,91.27,8 out of 10,0 out of 9,8 out of 10,28.39,70.85,84.83,81.33,80.00,6 out of 10,0 out of 9,6 out of 10,35,19,"5900 BYRON CENTER AVENUE, SW WYOMING, MI 49519 (42.858067, -85.722937)"
230174,NORTH OTTAWA COMMUNITY HEALTH SYSTEM,1309 SHELDON RD,GRAND HAVEN,MI,49417,Ottawa,28.10,78.69,86.97,79.87,80.69,3 out of 10,1 out of 9,3 out of 10,33.46,80.32,88.62,81.27,82.59,3 out of 10,1 out of 9,3 out of 10,32.72,65.16,80.15,73.85,74.51,6 out of 10,1 out of 9,6 out of 10,11.30,51.42,62.77,51.54,57.09,5 out of 10,4 out of 9,5 out of 10,11.38,63.26,73.53,55.28,65.35,2 out of 10,5 out of 9,5 out of 10,22.85,65.58,79.06,71.33,71.65,5 out of 10,0 out of 9,5 out of 10,61.96,87.05,91.87,90.75,89.24,5 out of 10,0 out of 9,5 out of 10,28.39,70.85,84.83,77.01,78.79,6 out of 10,2 out of 9,6 out of 10,38,20,"1309 SHELDON RD GRAND HAVEN, MI 49417 (43.05161, -86.227963)"
290001,RENOWN REGIONAL MEDICAL CENTER,1155 MILL STREET,RENO,NV,89502,Washoe,28.10,78.69,86.97,73.52,73.00,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,77.32,73.38,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,53.67,53.46,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,47.62,44.89,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,59.88,58.44,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,56.49,55.06,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,86.90,82.98,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,64.97,60.48,0 out of 10,0 out of 9,0 out of 10,0,12,"1155 MILL STREET RENO, NV 89502 (39.524747, -119.796721)"
500124,EVERGREENHEALTH MEDICAL CENTER,12040 NE 128TH STREET,KIRKLAND,WA,98034,King,28.10,78.69,86.97,76.93,78.39,0 out of 10,1 out of 9,1 out of 10,33.46,80.32,88.62,81.06,81.38,2 out of 10,0 out of 9,2 out of 10,32.72,65.16,80.15,63.16,64.84,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,53.09,55.11,3 out of 10,2 out of 9,3 out of 10,11.38,63.26,73.53,56.36,62.94,0 out of 10,3 out of 9,3 out of 10,22.85,65.58,79.06,67.24,67.11,2 out of 10,0 out of 9,2 out of 10,61.96,87.05,91.87,85.51,88.11,2 out of 10,4 out of 9,4 out of 10,28.39,70.85,84.83,78.41,78.20,5 out of 10,0 out of 9,5 out of 10,20,19,"12040 NE 128TH STREET KIRKLAND, WA 98034 (47.714872, -122.178506)"
250104,ANDERSON REGIONAL MEDICAL CTR,2124 14 ST,MERIDIAN,MS,39301,Lauderdale,28.10,78.69,86.97,78.64,79.13,1 out of 10,0 out of 9,1 out of 10,33.46,80.32,88.62,86.35,82.83,3 out of 10,0 out of 9,3 out of 10,32.72,65.16,80.15,67.12,68.40,2 out of 10,0 out of 9,2 out of 10,11.30,51.42,62.77,44.03,47.64,0 out of 10,1 out of 9,1 out of 10,11.38,63.26,73.53,69.30,69.51,6 out of 10,0 out of 9,6 out of 10,22.85,65.58,79.06,68.32,65.97,1 out of 10,0 out of 9,1 out of 10,61.96,87.05,91.87,83.82,85.85,0 out of 10,2 out of 9,2 out of 10,28.39,70.85,84.83,71.56,73.42,2 out of 10,1 out of 9,2 out of 10,18,18,"2124 14 ST MERIDIAN, MS 39301 (32.370775, -88.699858)"
050272,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,REDLANDS,CA,92373,San Bernardino,28.10,78.69,86.97,79.24,77.56,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,81.90,77.86,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,66.51,67.45,2 out of 10,0 out of 9,2 out of 10,11.30,51.42,62.77,55.63,52.18,1 out of 10,0 out of 9,1 out of 10,11.38,63.26,73.53,65.23,61.61,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,67.00,65.16,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,86.89,85.75,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,78.75,78.53,5 out of 10,0 out of 9,5 out of 10,8,18,"350 TERRACINA BLVD REDLANDS, CA 92373 (34.038404, -117.206414)"
200020,YORK HOSPITAL,15 HOSPITAL DRIVE,YORK,ME,03909,York,28.10,78.69,86.97,85.85,83.20,5 out of 10,0 out of 9,5 out of 10,33.46,80.32,88.62,86.05,83.80,4 out of 10,0 out of 9,4 out of 10,32.72,65.16,80.15,65.24,68.37,2 out of 10,2 out of 9,2 out of 10,11.30,51.42,62.77,58.84,56.98,5 out of 10,0 out of 9,5 out of 10,11.38,63.26,73.53,67.80,68.46,5 out of 10,1 out of 9,5 out of 10,22.85,65.58,79.06,72.25,72.73,5 out of 10,0 out of 9,5 out of 10,61.96,87.05,91.87,89.54,88.44,3 out of 10,0 out of 9,3 out of 10,28.39,70.85,84.83,84.63,80.87,7 out of 10,0 out of 9,7 out of 10,36,20,"15 HOSPITAL DRIVE YORK, ME 03909 (43.142799, -70.651094)"
440011,BLOUNT MEMORIAL HOSPITAL,907 E LAMAR ALEXANDER PARKWAY,MARYVILLE,TN,37804,Blount,28.10,78.69,86.97,75.94,76.83,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,76.86,78.01,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,56.74,56.70,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,46.65,47.74,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,61.46,63.53,1 out of 10,1 out of 9,1 out of 10,22.85,65.58,79.06,62.96,61.88,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,81.45,85.11,0 out of 10,3 out of 9,3 out of 10,28.39,70.85,84.83,63.22,63.97,0 out of 10,0 out of 9,0 out of 10,4,14,"907 E LAMAR ALEXANDER PARKWAY MARYVILLE, TN 37804 (35.754975, -83.958602)"
100220,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,13681 DOCTORS WAY,FORT MYERS,FL,33912,Lee,28.10,78.69,86.97,70.93,76.48,0 out of 10,3 out of 9,3 out of 10,33.46,80.32,88.62,66.63,73.37,0 out of 10,3 out of 9,3 out of 10,32.72,65.16,80.15,59.34,59.93,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,44.03,50.22,0 out of 10,3 out of 9,3 out of 10,11.38,63.26,73.53,57.46,57.91,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,57.29,60.11,0 out of 10,1 out of 9,1 out of 10,61.96,87.05,91.87,85.17,87.02,0 out of 10,2 out of 9,2 out of 10,28.39,70.85,84.83,62.14,67.91,0 out of 10,2 out of 9,2 out of 10,14,16,"13681 DOCTORS WAY FORT MYERS, FL 33912 (26.543016, -81.848589)"
060010,POUDRE VALLEY HOSPITAL,1024 SOUTH LEMAY AVENUE,FORT COLLINS,CO,80524,Larimer,28.10,78.69,86.97,78.93,79.29,1 out of 10,0 out of 9,1 out of 10,33.46,80.32,88.62,79.30,79.08,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,68.36,65.79,1 out of 10,0 out of 9,1 out of 10,11.30,51.42,62.77,54.92,54.22,3 out of 10,0 out of 9,3 out of 10,11.38,63.26,73.53,66.78,64.88,2 out of 10,0 out of 9,2 out of 10,22.85,65.58,79.06,67.09,67.50,2 out of 10,0 out of 9,2 out of 10,61.96,87.05,91.87,89.11,89.51,5 out of 10,1 out of 9,5 out of 10,28.39,70.85,84.83,75.85,75.52,4 out of 10,0 out of 9,4 out of 10,18,19,"1024 SOUTH LEMAY AVENUE FORT COLLINS, CO 80524 (40.573724, -105.05786)"
450023,CITIZENS MEDICAL CENTER,2701 HOSPITAL DRIVE,VICTORIA,TX,77901,Victoria,28.10,78.69,86.97,82.39,79.85,2 out of 10,0 out of 9,2 out of 10,33.46,80.32,88.62,82.09,82.80,3 out of 10,1 out of 9,3 out of 10,32.72,65.16,80.15,68.27,63.66,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,48.22,51.18,0 out of 10,2 out of 9,2 out of 10,11.38,63.26,73.53,65.53,63.25,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,76.46,73.88,6 out of 10,0 out of 9,6 out of 10,61.96,87.05,91.87,79.80,84.92,0 out of 10,4 out of 9,4 out of 10,28.39,70.85,84.83,74.33,77.86,5 out of 10,3 out of 9,5 out of 10,22,18,"2701 HOSPITAL DRIVE VICTORIA, TX 77901 (28.813157, -96.976759)"
180101,GEORGETOWN COMMUNITY HOSPITAL,1140 LEXINGTON ROAD,GEORGETOWN,KY,40324,Scott,28.10,78.69,86.97,80.95,81.71,4 out of 10,1 out of 9,4 out of 10,33.46,80.32,88.62,83.20,83.53,4 out of 10,0 out of 9,4 out of 10,32.72,65.16,80.15,66.08,75.17,7 out of 10,6 out of 9,7 out of 10,11.30,51.42,62.77,54.40,57.12,5 out of 10,3 out of 9,5 out of 10,11.38,63.26,73.53,64.41,66.14,3 out of 10,1 out of 9,3 out of 10,22.85,65.58,79.06,63.86,63.39,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,88.32,88.35,3 out of 10,0 out of 9,3 out of 10,28.39,70.85,84.83,74.35,76.73,4 out of 10,2 out of 9,4 out of 10,30,18,"1140 LEXINGTON ROAD GEORGETOWN, KY 40324 (38.186223, -84.562445)"
040062,MERCY HOSPITAL FORT SMITH,7301 ROGERS AVE,FORT SMITH,AR,72917,Sebastian,28.10,78.69,86.97,77.01,79.87,2 out of 10,2 out of 9,2 out of 10,33.46,80.32,88.62,80.24,81.32,2 out of 10,1 out of 9,2 out of 10,32.72,65.16,80.15,64.54,69.29,3 out of 10,3 out of 9,3 out of 10,11.30,51.42,62.77,52.12,56.23,4 out of 10,3 out of 9,4 out of 10,11.38,63.26,73.53,61.42,63.44,1 out of 10,1 out of 9,1 out of 10,22.85,65.58,79.06,64.60,64.98,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,87.37,87.84,2 out of 10,1 out of 9,2 out of 10,28.39,70.85,84.83,72.79,75.71,4 out of 10,2 out of 9,4 out of 10,18,19,"7301 ROGERS AVE FORT SMITH, AR 72917 (35.353647, -94.352964)"
140234,ILLINOIS VALLEY COMMUNITY HOSPITAL,925 WEST ST,PERU,IL,61354,La Salle,28.10,78.69,86.97,84.64,84.70,7 out of 10,0 out of 9,7 out of 10,33.46,80.32,88.62,84.72,86.29,7 out of 10,4 out of 9,7 out of 10,32.72,65.16,80.15,80.72,79.49,9 out of 10,0 out of 9,9 out of 10,11.30,51.42,62.77,58.15,60.34,8 out of 10,4 out of 9,8 out of 10,11.38,63.26,73.53,70.39,67.22,4 out of 10,0 out of 9,4 out of 10,22.85,65.58,79.06,67.76,70.62,4 out of 10,2 out of 9,4 out of 10,61.96,87.05,91.87,90.87,89.53,5 out of 10,0 out of 9,5 out of 10,28.39,70.85,84.83,79.19,75.40,3 out of 10,0 out of 9,3 out of 10,47,20,"925 WEST ST PERU, IL 61354 (41.328769, -89.125188)"
110007,PHOEBE PUTNEY MEMORIAL HOSPITAL,417 THIRD AVENUE,ALBANY,GA,31703,Dougherty,28.10,78.69,86.97,75.88,73.61,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,79.32,78.54,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,63.25,59.26,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,46.37,44.03,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,60.05,56.30,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,63.44,62.10,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,80.90,81.32,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,60.47,55.52,0 out of 10,0 out of 9,0 out of 10,0,12,"417 THIRD AVENUE ALBANY, GA 31703 (31.590229, -84.156267)"
670004,ST MARKS MEDICAL CENTER,ONE ST MARK'S PLACE,LA GRANGE,TX,78945,Fayette,28.10,78.69,86.97,81.36,81.15,3 out of 10,0 out of 9,3 out of 10,33.46,80.32,88.62,85.05,80.85,1 out of 10,0 out of 9,1 out of 10,32.72,65.16,80.15,69.94,70.24,4 out of 10,0 out of 9,4 out of 10,11.30,51.42,62.77,59.67,49.93,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,66.57,64.83,2 out of 10,0 out of 9,2 out of 10,22.85,65.58,79.06,69.12,72.82,5 out of 10,3 out of 9,5 out of 10,61.96,87.05,91.87,87.36,89.66,5 out of 10,5 out of 9,5 out of 10,28.39,70.85,84.83,73.47,72.84,2 out of 10,0 out of 9,2 out of 10,22,19,"ONE ST MARK'S PLACE LA GRANGE, TX 78945"
050057,KAWEAH DELTA MEDICAL CENTER,400 W MINERAL KING AVE,VISALIA,CA,93291,Tulare,28.10,78.69,86.97,78.18,76.28,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,77.04,75.46,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,63.27,63.79,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,48.52,44.93,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,60.68,60.19,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,60.11,57.80,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,84.65,86.14,0 out of 10,2 out of 9,2 out of 10,28.39,70.85,84.83,68.78,70.76,0 out of 10,1 out of 9,1 out of 10,3,16,"400 W MINERAL KING AVE VISALIA, CA 93291 (36.327415, -119.294172)"
270012,BENEFIS HOSPITALS INC,1101 26TH ST S,GREAT FALLS,MT,59405,Cascade,28.10,78.69,86.97,73.39,75.61,0 out of 10,1 out of 9,1 out of 10,33.46,80.32,88.62,74.52,74.28,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,61.22,61.32,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,44.20,46.41,0 out of 10,1 out of 9,1 out of 10,11.38,63.26,73.53,62.71,64.98,2 out of 10,2 out of 9,2 out of 10,22.85,65.58,79.06,61.57,61.31,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,83.67,85.97,0 out of 10,2 out of 9,2 out of 10,28.39,70.85,84.83,65.73,67.36,0 out of 10,0 out of 9,0 out of 10,6,17,"1101 26TH ST S GREAT FALLS, MT 59405 (47.491848, -111.262615)"
180132,LAKE CUMBERLAND REGIONAL HOSPITAL,305 LANGDON STREET,SOMERSET,KY,42503,Pulaski,28.10,78.69,86.97,78.26,74.85,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,80.99,77.19,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,65.86,61.86,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,49.74,47.04,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,58.75,62.82,0 out of 10,2 out of 9,2 out of 10,22.85,65.58,79.06,66.04,56.98,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,87.98,82.04,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,66.81,61.98,0 out of 10,0 out of 9,0 out of 10,2,15,"305 LANGDON STREET SOMERSET, KY 42503 (37.086576, -84.617956)"
390066,GOOD SAMARITAN HOSPITAL,FOURTH AND WALNUT STREETS,LEBANON,PA,17042,Lebanon,28.10,78.69,86.97,80.64,74.46,0 out of 10,0 out of 9,0 out of 10,33.46,80.32,88.62,77.23,76.65,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,68.20,62.44,0 out of 10,0 out of 9,0 out of 10,11.30,51.42,62.77,51.31,47.32,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,64.78,57.50,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,65.13,60.05,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,87.99,84.84,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,69.31,61.90,0 out of 10,0 out of 9,0 out of 10,0,15,"FOURTH AND WALNUT STREETS LEBANON, PA 17042 (40.146353, -77.128598)"
230302,HENRY FORD WEST BLOOMFIELD HOSPITAL,6777 WEST MAPLE ROAD,WEST BLOOMFIELD,MI,48322,Oakland,28.10,78.69,86.97,79.19,81.91,4 out of 10,3 out of 9,4 out of 10,33.46,80.32,88.62,79.25,83.76,4 out of 10,4 out of 9,4 out of 10,32.72,65.16,80.15,68.11,65.96,1 out of 10,0 out of 9,1 out of 10,11.30,51.42,62.77,56.09,59.93,7 out of 10,5 out of 9,7 out of 10,11.38,63.26,73.53,65.80,62.39,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,71.53,74.44,6 out of 10,3 out of 9,6 out of 10,61.96,87.05,91.87,85.90,89.50,5 out of 10,6 out of 9,6 out of 10,28.39,70.85,84.83,78.05,82.25,8 out of 10,6 out of 9,8 out of 10,36,19,"6777 WEST MAPLE ROAD WEST BLOOMFIELD, MI 48322 (42.541451, -83.409433)"
110229,"PIEDMONT NEWNAN HOSPITAL, INC",745 POPLAR ROAD,NEWNAN,GA,30265,Coweta,28.10,78.69,86.97,81.08,79.41,1 out of 10,0 out of 9,1 out of 10,33.46,80.32,88.62,80.64,81.55,2 out of 10,1 out of 9,2 out of 10,32.72,65.16,80.15,69.97,65.26,1 out of 10,0 out of 9,1 out of 10,11.30,51.42,62.77,53.86,52.82,2 out of 10,0 out of 9,2 out of 10,11.38,63.26,73.53,63.60,61.94,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,73.96,68.79,3 out of 10,0 out of 9,3 out of 10,61.96,87.05,91.87,85.58,84.39,0 out of 10,0 out of 9,0 out of 10,28.39,70.85,84.83,74.87,75.15,3 out of 10,0 out of 9,3 out of 10,12,17,"745 POPLAR ROAD NEWNAN, GA 30265 (33.359363, -84.754062)"
330074,F F THOMPSON HOSPITAL,350 PARRISH STREET,CANANDAIGUA,NY,14424,Ontario,28.10,78.69,86.97,75.12,77.08,0 out of 10,1 out of 9,1 out of 10,33.46,80.32,88.62,77.30,79.88,0 out of 10,2 out of 9,2 out of 10,32.72,65.16,80.15,57.58,61.65,0 out of 10,1 out of 9,1 out of 10,11.30,51.42,62.77,49.46,50.79,0 out of 10,0 out of 9,0 out of 10,11.38,63.26,73.53,58.12,59.37,0 out of 10,0 out of 9,0 out of 10,22.85,65.58,79.06,59.97,59.37,0 out of 10,0 out of 9,0 out of 10,61.96,87.05,91.87,87.97,89.77,6 out of 10,4 out of 9,6 out of 10,28.39,70.85,84.83,65.72,69.37,0 out of 10,1 out of 9,1 out of 10,11,17,"350 PARRISH STREET CANANDAIGUA, NY 14424 (42.875591, -77.288198)"
150101,PARKVIEW WHITLEY HOSPITAL,1260 E SR 205,COLUMBIA CITY,IN,46725,Whitley,28.10,78.69,86.97,82.94,82.01,4 out of 10,0 out of 9,4 out of 10,33.46,80.32,88.62,82.25,79.11,0 out of 10,0 out of 9,0 out of 10,32.72,65.16,80.15,71.92,76.03,7 out of 10,4 out of 9,7 out of 10,11.30,51.42,62.77,57.73,58.97,6 out of 10,2 out of 9,6 out of 10,11.38,63.26,73.53,65.61,66.28,3 out of 10,0 out of 9,3 out of 10,22.85,65.58,79.06,70.24,72.04,5 out of 10,2 out of 9,5 out of 10,61.96,87.05,91.87,92.69,90.82,8 out of 10,0 out of 9,8 out of 10,28.39,70.85,84.83,81.76,82.20,8 out of 10,1 out of 9,8 out of 10,41,19,"1260 E SR 205 COLUMBIA CITY, IN 46725 (41.160261, -85.466571)"
